POS,PLAYER,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,Nationality,Team,Season
62,Stuart Binny,8,7,2,78,18,15.6,76,102.63,0,0,6,3,Indian,Royal Challengers Bangalore,2017
63,Pat Cummins,12,9,4,77,24,15.4,53,145.28,0,0,5,4,Overseas,Delhi Capitals,2017
64,Shane Watson,8,7,1,71,24,11.83,78,91.02,0,0,6,1,Overseas,Royal Challengers Bangalore,2017
65,Eoin Morgan,4,4,0,65,26,16.25,62,104.83,0,0,6,2,Overseas,Kings Xi Punjab,2017
67,Kagiso Rabada,6,3,0,55,44,18.33,64,85.93,0,0,5,1,Overseas,Delhi Capitals,2017
70,Saurabh Tiwary,1,1,0,52,52,52,43,120.93,0,1,9,0,Indian,Mumbai Indians,2017
71,Ben Cutting,4,3,1,51,20,25.5,26,196.15,0,0,5,3,Overseas,Sunrisers Hyderabad,2017
72,Mohit Sharma,14,7,1,51,13,8.5,50,102,0,0,3,1,Indian,Kings Xi Punjab,2017
73,Amit Mishra,14,6,5,49,13,49,52,94.23,0,0,2,2,Indian,Delhi Capitals,2017
74,Karn Sharma,9,6,0,49,19,8.16,41,119.51,0,0,5,2,Indian,Mumbai Indians,2017
75,Chris Woakes,13,7,3,46,18,11.5,47,97.87,0,0,4,1,Overseas,Kolkata Knight Riders,2017
76,Sheldon Jackson,4,3,1,38,16,19,31,122.58,0,0,5,0,Indian,Kolkata Knight Riders,2017
77,Mohammad Shami,8,6,2,36,21,9,24,150,0,0,4,2,Indian,Delhi Capitals,2017
78,Ishank Jaggi,2,2,1,33,28,33,39,84.61,0,0,3,0,Indian,Kolkata Knight Riders,2017
79,Sreenath Aravind,10,8,4,32,9,8,40,80,0,0,2,0,Indian,Royal Challengers Bangalore,2017
80,Angelo Mathews,3,2,0,32,31,16,27,118.51,0,0,2,1,Overseas,Delhi Capitals,2017
81,Bipul Sharma,7,3,2,31,21,31,24,129.16,0,0,2,1,Indian,Sunrisers Hyderabad,2017
82,Marlon Samuels,5,4,0,29,27,7.25,31,93.54,0,0,1,2,Overseas,Delhi Capitals,2017
85,Aniket Choudhary,5,3,2,25,15,25,20,125,0,0,1,1,Indian,Royal Challengers Bangalore,2017
87,Kuldeep Yadav,12,2,0,20,16,10,22,90.9,0,0,2,0,Indian,Kolkata Knight Riders,2017
88,Mitchell Johnson,5,3,3,20,13,0,17,117.64,0,0,1,1,Overseas,Mumbai Indians,2017
89,Vishnu Vinod,3,3,0,19,9,6.33,26,73.07,0,0,1,1,Indian,Royal Challengers Bangalore,2017
90,Rahul Tewatia,3,2,1,19,15,19,11,172.72,0,0,4,0,Indian,Kings Xi Punjab,2017
91,Aditya Tare,3,3,0,18,18,6,23,78.26,0,0,3,0,Indian,Delhi Capitals,2017
92,Marcus Stoinis,5,3,0,17,9,5.66,24,70.83,0,0,1,0,Overseas,Kings Xi Punjab,2017
93,Mitchell McClenaghan,14,7,3,16,12,4,15,106.66,0,0,0,1,Overseas,Mumbai Indians,2017
95,Harbhajan Singh,11,7,5,16,7,8,16,100,0,0,0,1,Indian,Mumbai Indians,2017
96,Jasprit Bumrah,16,2,1,16,16,16,12,133.33,0,0,0,1,Indian,Mumbai Indians,2017
97,Sachin Baby,3,3,0,15,12,5,15,100,0,0,2,0,Indian,Royal Challengers Bangalore,2017
98,Anureet Singh,1,1,0,15,15,15,12,125,0,0,2,0,Indian,Kings Xi Punjab,2017
100,Nathan Coulter-Nile,8,3,0,14,6,4.66,12,116.66,0,0,0,2,Overseas,Kolkata Knight Riders,2017
1,Virat Kohli,16,16,4,973,113,81.08,640,152.03,4,7,83,38,Indian,Royal Challengers Bangalore,2016
2,David Warner,17,17,3,848,93,60.57,560,151.42,0,9,88,31,Overseas,Sunrisers Hyderabad,2016
3,AB de Villiers,16,16,3,687,129,52.84,407,168.79,1,6,57,37,Overseas,Royal Challengers Bangalore,2016
4,Gautam Gambhir,15,15,2,501,90,38.53,411,121.89,0,5,54,6,Indian,Kolkata Knight Riders,2016
5,Shikhar Dhawan,17,17,4,501,82,38.53,429,116.78,0,4,51,8,Indian,Sunrisers Hyderabad,2016
6,Rohit Sharma,14,14,3,489,85,44.45,368,132.88,0,5,49,16,Indian,Mumbai Indians,2016
8,Murali Vijay,14,14,1,453,89,34.84,364,124.45,0,5,50,10,Indian,Kings Xi Punjab,2016
9,Quinton de Kock,13,13,1,445,108,37.08,327,136.08,1,3,52,13,Overseas,Delhi Capitals,2016
11,KL Rahul,14,12,3,397,68,44.11,271,146.49,0,4,37,16,Indian,Royal Challengers Bangalore,2016
12,Robin Uthappa,15,15,0,394,72,26.26,289,136.33,0,3,45,8,Indian,Kolkata Knight Riders,2016
14,Yusuf Pathan,15,13,8,361,63,72.2,248,145.56,0,3,33,13,Indian,Kolkata Knight Riders,2016
15,Karun Nair,14,12,2,357,83,35.7,297,120.2,0,3,40,6,Indian,Delhi Capitals,2016
18,Ambati Rayudu,13,12,1,334,65,30.36,278,120.14,0,2,28,12,Indian,Mumbai Indians,2016
20,Sanju Samson,14,14,3,291,60,26.45,259,112.35,0,1,20,8,Indian,Delhi Capitals,2016
23,Wriddhiman Saha,12,12,1,270,56,24.54,212,127.35,0,2,29,1,Indian,Kings Xi Punjab,2016
24,Jos Buttler,14,14,3,255,41,23.18,184,138.58,0,0,23,11,Overseas,Mumbai Indians,2016
25,Manish Pandey,12,11,3,248,52,31,183,135.51,0,2,17,9,Indian,Kolkata Knight Riders,2016
26,Krunal Pandya,12,9,3,237,86,39.5,124,191.12,0,1,22,13,Indian,Mumbai Indians,2016
27,Yuvraj Singh,10,10,1,236,44,26.22,179,131.84,0,0,22,13,Indian,Sunrisers Hyderabad,2016
28,Chris Gayle,10,10,0,227,76,22.7,150,151.33,0,2,17,21,Overseas,Royal Challengers Bangalore,2016
29,Kieron Pollard,13,12,4,207,51,25.87,144,143.75,0,1,11,16,Overseas,Mumbai Indians,2016
31,Rishabh Pant,10,10,2,198,69,24.75,152,130.26,0,1,19,6,Indian,Delhi Capitals,2016
32,Chris Morris,12,7,4,195,82,65,109,178.89,0,1,15,12,Overseas,Delhi Capitals,2016
34,JP Duminy,10,8,3,191,49,38.2,156,122.43,0,0,13,3,Overseas,Delhi Capitals,2016
35,Andre Russell,12,8,1,188,39,26.85,114,164.91,0,0,10,15,Overseas,Kolkata Knight Riders,2016
36,Suryakumar Yadav,15,11,4,186,60,26.57,143,130.06,0,1,19,5,Indian,Kolkata Knight Riders,2016
37,Moises Henriques,17,15,3,182,31,15.16,158,115.18,0,0,15,6,Overseas,Sunrisers Hyderabad,2016
38,Glenn Maxwell,11,11,2,179,68,19.88,124,144.35,0,2,14,8,Overseas,Kings Xi Punjab,2016
39,Shane Watson,16,15,2,179,36,13.76,134,133.58,0,0,14,12,Overseas,Royal Challengers Bangalore,2016
40,Parthiv Patel,10,10,0,177,81,17.7,152,116.44,0,1,23,4,Indian,Mumbai Indians,2016
42,David Miller,14,13,3,161,31,16.1,131,122.9,0,0,11,4,Overseas,Kings Xi Punjab,2016
43,Manan Vohra,7,7,0,161,51,23,131,122.9,0,1,19,3,Indian,Kings Xi Punjab,2016
44,Shaun Marsh,6,6,1,159,56,31.8,134,118.65,0,1,13,4,Overseas,Kings Xi Punjab,2016
45,Hashim Amla,6,6,0,157,96,26.16,119,131.93,0,1,20,4,Overseas,Kings Xi Punjab,2016
47,Marcus Stoinis,7,5,1,146,52,36.5,108,135.18,0,1,13,4,Overseas,Kings Xi Punjab,2016
48,Deepak Hooda,17,15,1,144,34,10.28,121,119,0,0,9,5,Indian,Sunrisers Hyderabad,2016
49,Naman Ojha,17,13,3,136,37,13.6,138,98.55,0,0,7,5,Indian,Sunrisers Hyderabad,2016
51,Kane Williamson,6,6,0,124,50,20.66,122,101.63,0,1,14,0,Overseas,Sunrisers Hyderabad,2016
52,Eoin Morgan,7,6,1,123,51,24.6,105,117.14,0,1,8,4,Overseas,Sunrisers Hyderabad,2016
53,Sachin Baby,11,6,1,119,33,23.8,79,150.63,0,0,9,5,Indian,Royal Challengers Bangalore,2016
54,Shakib Al Hasan,10,7,2,114,66,22.8,106,107.54,0,1,7,5,Overseas,Kolkata Knight Riders,2016
55,Gurkeerat Mann Singh,7,6,1,113,51,22.6,86,131.39,0,1,11,3,Indian,Kings Xi Punjab,2016
56,Axar Patel,14,10,3,111,36,15.85,77,144.15,0,0,4,8,Indian,Kings Xi Punjab,2016
57,Nitish Rana,4,3,0,104,70,34.66,75,138.66,0,1,7,8,Indian,Mumbai Indians,2016
59,Harbhajan Singh,14,7,4,92,45,30.66,84,109.52,0,0,11,2,Indian,Mumbai Indians,2016
60,Sam Billings,5,4,0,88,54,22,64,137.5,0,1,4,4,Overseas,Delhi Capitals,2016
62,Carlos Brathwaite,8,6,0,83,34,13.83,38,218.42,0,0,6,8,Overseas,Delhi Capitals,2016
65,Sarfaraz Khan,5,4,2,66,35,33,31,212.9,0,0,7,4,Indian,Royal Challengers Bangalore,2016
66,Ben Cutting,4,4,2,65,39,32.5,34,191.17,0,0,4,6,Overseas,Sunrisers Hyderabad,2016
67,Stuart Binny,14,6,3,63,21,21,39,161.53,0,0,5,4,Indian,Royal Challengers Bangalore,2016
68,Pawan Negi,8,6,4,57,19,28.5,59,96.61,0,0,2,3,Indian,Delhi Capitals,2016
69,Martin Guptill,3,3,0,57,48,19,55,103.63,0,0,3,3,Overseas,Mumbai Indians,2016
70,Travis Head,3,3,1,54,37,27,40,135,0,0,3,2,Overseas,Royal Challengers Bangalore,2016
71,Bipul Sharma,7,4,2,51,27,25.5,25,204,0,0,1,5,Indian,Sunrisers Hyderabad,2016
72,Ashish Reddy,4,3,1,47,32,23.5,29,162.06,0,0,2,4,Indian,Sunrisers Hyderabad,2016
73,Hardik Pandya,11,9,2,44,9,6.28,63,69.84,0,0,4,0,Indian,Mumbai Indians,2016
74,Bhuvneshwar Kumar,17,8,2,43,21,7.16,27,159.25,0,0,6,1,Indian,Sunrisers Hyderabad,2016
76,Kedar Jadhav,4,3,3,42,25,0,32,131.25,0,0,2,2,Indian,Royal Challengers Bangalore,2016
78,Iqbal Abdulla,8,2,2,37,33,0,27,137.03,0,0,4,1,Indian,Royal Challengers Bangalore,2016
79,Karn Sharma,5,3,3,36,26,0,30,120,0,0,3,1,Indian,Sunrisers Hyderabad,2016
81,Mitchell McClenaghan,14,5,2,34,20,11.33,23,147.82,0,0,2,3,Overseas,Mumbai Indians,2016
82,Mohit Sharma,14,6,2,32,15,8,26,123.07,0,0,3,1,Indian,Kings Xi Punjab,2016
83,Shreyas Iyer,6,6,0,30,19,5,43,69.76,0,0,2,1,Indian,Delhi Capitals,2016
84,Colin Munro,4,3,0,30,16,10,30,100,0,0,3,0,Overseas,Kolkata Knight Riders,2016
85,Tim Southee,11,4,1,30,25,10,19,157.89,0,0,1,2,Overseas,Mumbai Indians,2016
87,Mayank Agarwal,3,3,0,27,10,9,25,108,0,0,3,1,Indian,Delhi Capitals,2016
88,Piyush Chawla,12,3,0,27,11,9,26,103.84,0,0,4,0,Indian,Kolkata Knight Riders,2016
89,Chris Lynn,2,2,1,25,15,25,22,113.63,0,0,0,1,Overseas,Kolkata Knight Riders,2016
90,Rajagopal Sathish,4,3,0,24,10,8,24,100,0,0,1,1,Indian,Kolkata Knight Riders,2016
93,Nikhil Naik,2,2,0,23,22,11.5,31,74.19,0,0,1,0,Indian,Kings Xi Punjab,2016
94,Jason Holder,4,4,0,22,13,5.5,19,115.78,0,0,2,1,Overseas,Kolkata Knight Riders,2016
96,Pradeep Sahu,5,2,1,19,18,19,13,146.15,0,0,1,1,Indian,Kings Xi Punjab,2016
98,Rishi Dhawan,2,2,2,14,11,0,6,233.33,0,0,0,1,Indian,Kings Xi Punjab,2016
99,Farhaan Behardien,3,3,1,14,9,7,13,107.69,0,0,2,0,Overseas,Kings Xi Punjab,2016
100,Vinay Kumar,3,2,1,13,12,13,12,108.33,0,0,0,1,Indian,Mumbai Indians,2016
1,David Warner,14,14,1,562,91,43.23,359,156.54,0,7,65,21,Overseas,Sunrisers Hyderabad,2015
2,Ajinkya Rahane,14,13,2,540,91,49.09,413,130.75,0,4,53,13,Indian,Rajasthan Royals,2015
3,Lendl Simmons,13,13,1,540,71,45,441,122.44,0,6,56,21,Overseas,Mumbai Indians,2015
4,AB de Villiers,16,14,3,513,133,46.63,293,175.08,1,2,60,22,Overseas,Royal Challengers Bangalore,2015
5,Virat Kohli,16,16,5,505,82,45.9,386,130.82,0,3,35,23,Indian,Royal Challengers Bangalore,2015
6,Chris Gayle,14,14,2,491,117,40.91,333,147.44,1,2,39,38,Overseas,Royal Challengers Bangalore,2015
7,Rohit Sharma,16,16,2,482,98,34.42,333,144.74,0,3,41,21,Indian,Mumbai Indians,2015
8,Shreyas Iyer,14,14,1,439,83,33.76,342,128.36,0,4,41,21,Indian,Delhi Capitals,2015
9,Brendon McCullum,14,14,1,436,100,33.53,280,155.71,1,2,51,23,Overseas,Chennai Super Kings,2015
10,Kieron Pollard,16,14,3,419,70,38.09,256,163.67,0,2,28,28,Overseas,Mumbai Indians,2015
11,JP Duminy,14,13,3,414,78,41.4,315,131.42,0,4,27,20,Overseas,Delhi Capitals,2015
12,Dwayne Smith,16,16,0,399,62,24.93,335,119.1,0,2,52,16,Overseas,Chennai Super Kings,2015
13,Faf du Plessis,17,15,2,380,55,29.23,304,125,0,1,37,5,Overseas,Chennai Super Kings,2015
14,Suresh Raina,17,17,2,374,62,24.93,304,123.02,0,2,31,16,Indian,Chennai Super Kings,2015
15,MS Dhoni,17,17,5,372,53,31,305,121.96,0,1,27,17,Indian,Chennai Super Kings,2015
16,Robin Uthappa,13,13,1,364,80,30.33,277,131.4,0,1,42,7,Indian,Kolkata Knight Riders,2015
17,David Miller,13,13,2,357,89,32.45,266,134.21,0,2,21,21,Overseas,Kings Xi Punjab,2015
18,Shikhar Dhawan,14,14,1,353,54,27.15,286,123.42,0,3,45,6,Indian,Sunrisers Hyderabad,2015
19,Shane Watson,10,9,1,347,104,43.37,257,135.01,1,1,37,14,Overseas,Rajasthan Royals,2015
20,Parthiv Patel,14,14,1,339,59,26.07,246,137.8,0,2,47,5,Indian,Mumbai Indians,2015
21,Gautam Gambhir,13,13,0,327,60,25.15,278,117.62,0,3,41,4,Indian,Kolkata Knight Riders,2015
22,Andre Russell,13,11,2,326,66,36.22,169,192.89,0,3,35,19,Overseas,Kolkata Knight Riders,2015
23,Yusuf Pathan,13,12,5,312,52,44.57,231,135.06,0,1,29,12,Indian,Kolkata Knight Riders,2015
24,Steve Smith,14,12,1,293,79,26.63,221,132.57,0,2,33,3,Overseas,Rajasthan Royals,2015
25,Moises Henriques,9,9,2,287,74,41,211,136.01,0,2,19,13,Overseas,Sunrisers Hyderabad,2015
26,Ambati Rayudu,15,14,5,281,53,31.22,193,145.59,0,1,18,16,Indian,Mumbai Indians,2015
27,George Bailey,13,13,2,259,61,23.54,190,136.31,0,2,22,7,Overseas,Kings Xi Punjab,2015
28,Murali Vijay,11,11,0,251,39,22.81,228,110.08,0,0,27,8,Indian,Kings Xi Punjab,2015
29,Wriddhiman Saha,14,13,0,249,42,19.15,197,126.39,0,0,16,10,Indian,Kings Xi Punjab,2015
30,Yuvraj Singh,14,13,0,248,57,19.07,210,118.09,0,2,23,10,Indian,Delhi Capitals,2015
31,Manish Pandey,13,12,1,225,40,20.45,184,122.28,0,0,22,7,Indian,Kolkata Knight Riders,2015
32,Mayank Agarwal,10,10,1,213,68,23.66,177,120.33,0,2,23,7,Indian,Delhi Capitals,2015
33,Axar Patel,14,12,3,206,40,22.88,174,118.39,0,0,13,8,Indian,Kings Xi Punjab,2015
34,Sanju Samson,14,11,1,204,76,20.4,163,125.15,0,1,16,8,Indian,Rajasthan Royals,2015
35,Dwayne Bravo,17,14,5,195,62,21.66,148,131.75,0,1,22,5,Overseas,Chennai Super Kings,2015
36,Kedar Jadhav,14,12,4,189,63,23.62,140,135,0,1,16,7,Indian,Delhi Capitals,2015
37,Eoin Morgan,9,9,1,187,63,23.37,151,123.84,0,1,11,11,Overseas,Sunrisers Hyderabad,2015
38,Karun Nair,14,12,1,181,61,16.45,145,124.82,0,1,18,5,Indian,Rajasthan Royals,2015
39,Suryakumar Yadav,13,13,4,157,46,17.44,113,138.93,0,0,12,8,Indian,Kolkata Knight Riders,2015
40,Mandeep Singh,14,9,2,157,54,22.42,100,157,0,1,17,6,Indian,Royal Challengers Bangalore,2015
41,Deepak Hooda,14,9,0,151,54,16.77,95,158.94,0,1,6,11,Indian,Rajasthan Royals,2015
42,Glenn Maxwell,11,11,0,145,43,13.18,112,129.46,0,0,13,8,Overseas,Kings Xi Punjab,2015
43,Ravi Bopara,9,8,3,145,41,29,120,120.83,0,0,6,6,Overseas,Sunrisers Hyderabad,2015
44,James Faulkner,13,11,3,144,46,18,109,132.11,0,0,12,5,Overseas,Rajasthan Royals,2015
45,Angelo Mathews,11,10,3,144,28,20.57,104,138.46,0,0,12,6,Overseas,Delhi Capitals,2015
46,KL Rahul,9,8,3,142,44,28.4,126,112.69,0,0,8,5,Indian,Sunrisers Hyderabad,2015
47,Dinesh Karthik,16,11,0,141,28,12.81,117,120.51,0,0,15,4,Indian,Royal Challengers Bangalore,2015
48,Naman Ojha,14,11,1,137,28,13.7,121,113.22,0,0,12,4,Indian,Sunrisers Hyderabad,2015
49,Ravindra Jadeja,17,12,5,132,24,18.85,126,104.76,0,0,7,3,Indian,Chennai Super Kings,2015
50,David Wiese,14,7,3,122,47,30.5,86,141.86,0,0,12,4,Overseas,Royal Challengers Bangalore,2015
51,Quinton de Kock,3,3,0,122,69,40.66,77,158.44,0,2,18,4,Overseas,Delhi Capitals,2015
52,Harbhajan Singh,15,10,3,117,64,16.71,73,160.27,0,1,9,9,Indian,Mumbai Indians,2015
53,Pawan Negi,10,9,1,116,36,14.5,73,158.9,0,0,10,5,Indian,Chennai Super Kings,2015
54,Corey Anderson,4,4,1,114,55,38,97,117.52,0,2,11,6,Overseas,Mumbai Indians,2015
55,Hardik Pandya,9,8,3,112,61,22.4,62,180.64,0,1,9,8,Indian,Mumbai Indians,2015
56,Sarfaraz Khan,13,8,4,111,45,27.75,71,156.33,0,0,12,2,Indian,Royal Challengers Bangalore,2015
57,Saurabh Tiwary,7,6,6,109,28,0,78,139.74,0,0,9,5,Indian,Delhi Capitals,2015
58,Karn Sharma,14,9,3,104,32,17.33,85,122.35,0,0,3,6,Indian,Sunrisers Hyderabad,2015
59,Unmukt Chand,6,5,0,102,58,20.4,83,122.89,0,1,13,2,Indian,Mumbai Indians,2015
60,Virender Sehwag,8,8,0,99,47,12.37,84,117.85,0,0,12,3,Indian,Kings Xi Punjab,2015
61,Albie Morkel,4,3,2,86,73,86,65,132.3,0,1,9,2,Overseas,Delhi Capitals,2015
62,Manan Vohra,7,7,0,82,39,11.71,81,101.23,0,0,4,5,Indian,Kings Xi Punjab,2015
63,Shaun Marsh,4,4,0,81,65,20.25,58,139.65,0,1,7,3,Overseas,Kings Xi Punjab,2015
64,Michael Hussey,4,4,0,77,56,19.25,70,110,0,1,5,3,Overseas,Chennai Super Kings,2015
65,Chris Morris,11,7,5,76,34,38,46,165.21,0,0,3,5,Overseas,Rajasthan Royals,2015
66,Stuart Binny,13,8,4,74,20,18.5,66,112.12,0,0,7,1,Indian,Rajasthan Royals,2015
67,Ashish Reddy,6,5,2,73,22,24.33,46,158.69,0,0,3,5,Indian,Sunrisers Hyderabad,2015
68,Ryan ten Doeschate,6,5,2,61,38,20.33,45,135.55,0,0,4,3,Overseas,Kolkata Knight Riders,2015
69,Manoj Tiwary,5,3,1,57,32,28.5,56,101.78,0,0,8,1,Indian,Delhi Capitals,2015
70,Piyush Chawla,13,8,4,54,22,13.5,47,114.89,0,0,5,2,Indian,Kolkata Knight Riders,2015
71,Ravichandran Ashwin,14,6,3,52,23,17.33,32,162.5,0,0,6,1,Indian,Chennai Super Kings,2015
72,Jagadeesha Suchith,13,6,5,48,34,48,32,150,0,0,4,2,Indian,Mumbai Indians,2015
73,Hanuma Vihari,5,4,0,39,16,9.75,35,111.42,0,0,6,0,Indian,Sunrisers Hyderabad,2015
74,Manvinder Bisla,2,2,0,37,20,18.5,30,123.33,0,0,6,1,Indian,Royal Challengers Bangalore,2015
75,Shakib Al Hasan,4,3,0,36,23,12,27,133.33,0,0,5,0,Overseas,Kolkata Knight Riders,2015
76,Rishi Dhawan,5,5,3,36,25,18,33,109.09,0,0,2,2,Indian,Kings Xi Punjab,2015
77,Gurkeerat Mann Singh,5,5,0,35,15,7,39,89.74,0,0,3,1,Indian,Kings Xi Punjab,2015
78,Mitchell Johnson,9,8,4,31,13,7.75,36,86.11,0,0,1,1,Overseas,Kings Xi Punjab,2015
79,Kane Williamson,2,2,1,31,26,31,27,114.81,0,0,1,1,Overseas,Sunrisers Hyderabad,2015
80,Johan Botha,4,3,0,31,17,10.33,15,206.66,0,0,5,1,Overseas,Kolkata Knight Riders,2015
81,Umesh Yadav,12,4,3,29,24,29,14,207.14,0,0,5,1,Indian,Kolkata Knight Riders,2015
82,Mohit Sharma,16,6,3,28,21,9.33,18,155.55,0,0,1,2,Indian,Chennai Super Kings,2015
83,Aaron Finch,3,3,1,23,10,11.5,33,69.69,0,0,4,0,Overseas,Mumbai Indians,2015
84,Nathan Coulter-Nile,11,5,1,20,6,5,18,111.11,0,0,2,1,Overseas,Delhi Capitals,2015
85,Dale Steyn,6,3,2,20,19,20,13,153.84,0,0,3,0,Overseas,Sunrisers Hyderabad,2015
86,Iqbal Abdulla,5,2,0,20,20,10,18,111.11,0,0,4,0,Indian,Royal Challengers Bangalore,2015
87,Harshal Patel,15,7,2,19,9,3.8,12,158.33,0,0,0,2,Indian,Royal Challengers Bangalore,2015
88,Anureet Singh,14,6,3,18,10,6,31,58.06,0,0,0,1,Indian,Kings Xi Punjab,2015
89,Bhuvneshwar Kumar,14,3,2,17,11,17,10,170,0,0,2,1,Indian,Sunrisers Hyderabad,2015
90,Praveen Kumar,12,4,1,17,12,5.66,25,68,0,0,1,0,Indian,Sunrisers Hyderabad,2015
91,Sean Abbott,2,2,0,15,14,7.5,13,115.38,0,0,1,1,Overseas,Royal Challengers Bangalore,2015
92,Aditya Tare,2,2,0,14,7,7,17,82.35,0,0,1,0,Indian,Mumbai Indians,2015
93,Rilee Rossouw,2,2,0,14,14,7,10,140,0,0,1,1,Overseas,Royal Challengers Bangalore,2015
94,Tim Southee,7,3,2,13,7,13,9,144.44,0,0,1,0,Overseas,Rajasthan Royals,2015
95,Darren Sammy,2,2,0,13,7,6.5,18,72.22,0,0,0,0,Overseas,Royal Challengers Bangalore,2015
96,Mitchell McClenaghan,12,3,2,13,12,13,6,216.66,0,0,0,2,Overseas,Mumbai Indians,2015
97,Thisara Perera,2,2,0,12,9,6,15,80,0,0,0,1,Overseas,Kings Xi Punjab,2015
98,Karanveer Singh,4,3,2,11,5,11,16,68.75,0,0,1,0,Indian,Kings Xi Punjab,2015
99,Mitchell Starc,13,3,2,11,9,11,14,78.57,0,0,1,0,Overseas,Royal Challengers Bangalore,2015
100,Abu Nechim,3,3,2,10,5,10,5,200,0,0,2,0,Indian,Royal Challengers Bangalore,2015
1,Robin Uthappa,16,16,1,660,83,44,479,137.78,0,5,74,18,Indian,Kolkata Knight Riders,2014
2,Dwayne Smith,16,16,0,566,79,35.37,416,136.05,0,5,50,34,Overseas,Chennai Super Kings,2014
3,Glenn Maxwell,16,16,0,552,95,34.5,294,187.75,0,4,48,36,Overseas,Kings Xi Punjab,2014
4,David Warner,14,14,3,528,90,48,375,140.8,0,6,39,24,Overseas,Sunrisers Hyderabad,2014
5,Suresh Raina,16,16,3,523,87,40.23,358,146.08,0,5,51,19,Indian,Chennai Super Kings,2014
6,Virender Sehwag,17,17,0,455,122,26.76,315,144.44,1,1,56,18,Indian,Kings Xi Punjab,2014
7,David Miller,16,16,6,446,66,44.6,299,149.16,0,3,34,21,Overseas,Kings Xi Punjab,2014
8,JP Duminy,14,14,6,410,67,51.25,305,134.42,0,2,22,20,Overseas,Delhi Capitals,2014
9,Brendon McCullum,14,14,1,405,71,31.15,333,121.62,0,3,32,19,Overseas,Chennai Super Kings,2014
10,Manish Pandey,16,16,3,401,94,30.84,340,117.94,0,2,35,10,Indian,Kolkata Knight Riders,2014
11,AB de Villiers,14,13,2,395,89,35.9,249,158.63,0,3,26,24,Overseas,Royal Challengers Bangalore,2014
12,Lendl Simmons,8,8,1,394,100,56.28,291,135.39,1,3,43,14,Overseas,Mumbai Indians,2014
13,Rohit Sharma,15,15,2,390,59,30,302,129.13,0,3,31,16,Indian,Mumbai Indians,2014
14,Shikhar Dhawan,14,14,1,377,64,29,319,118.18,0,2,49,7,Indian,Sunrisers Hyderabad,2014
15,Yuvraj Singh,14,14,3,376,83,34.18,278,135.25,0,3,22,28,Indian,Royal Challengers Bangalore,2014
16,MS Dhoni,16,15,10,371,57,74.2,250,148.4,0,1,22,20,Indian,Chennai Super Kings,2014
17,Wriddhiman Saha,17,13,2,362,115,32.9,249,145.38,1,2,33,18,Indian,Kings Xi Punjab,2014
18,Ambati Rayudu,15,14,0,361,68,25.78,287,125.78,0,2,31,8,Indian,Mumbai Indians,2014
19,Virat Kohli,14,14,1,359,73,27.61,294,122.1,0,2,23,16,Indian,Royal Challengers Bangalore,2014
20,Sanju Samson,13,13,0,339,74,26.07,273,124.17,0,2,25,17,Indian,Rajasthan Royals,2014
21,Ajinkya Rahane,13,12,0,339,72,28.25,291,116.49,0,3,38,3,Indian,Rajasthan Royals,2014
22,Gautam Gambhir,16,16,1,335,69,22.33,293,114.33,0,3,36,4,Indian,Kolkata Knight Riders,2014
23,Karun Nair,11,11,1,330,73,33,232,142.24,0,3,38,9,Indian,Rajasthan Royals,2014
24,Dinesh Karthik,14,14,0,325,69,23.21,258,125.96,0,3,28,11,Indian,Delhi Capitals,2014
25,Manan Vohra,8,8,0,324,67,40.5,233,139.05,0,1,27,16,Indian,Kings Xi Punjab,2014
26,Aaron Finch,13,13,2,309,88,28.09,263,117.49,0,2,31,9,Overseas,Sunrisers Hyderabad,2014
27,Faf du Plessis,15,12,1,303,54,27.54,235,128.93,0,2,26,7,Overseas,Chennai Super Kings,2014
28,Kevin Pietersen,11,11,1,294,58,29.4,233,126.18,0,1,34,7,Overseas,Delhi Capitals,2014
29,Kieron Pollard,15,15,7,273,78,34.12,203,134.48,0,1,15,15,Overseas,Mumbai Indians,2014
30,Yusuf Pathan,15,12,3,268,72,29.77,165,162.42,0,1,15,20,Indian,Kolkata Knight Riders,2014
31,Corey Anderson,12,11,2,265,95,29.44,181,146.4,0,1,21,15,Overseas,Mumbai Indians,2014
32,George Bailey,17,16,7,257,40,28.55,190,135.26,0,0,19,10,Overseas,Kings Xi Punjab,2014
33,Shane Watson,13,13,1,240,51,20,196,122.44,0,2,19,14,Overseas,Rajasthan Royals,2014
34,Naman Ojha,11,10,4,232,79,38.66,161,144.09,0,1,14,17,Indian,Sunrisers Hyderabad,2014
35,Shakib Al Hasan,13,11,4,227,60,32.42,152,149.34,0,1,22,7,Overseas,Kolkata Knight Riders,2014
36,Michael Hussey,9,9,0,209,56,23.22,182,114.83,0,2,17,7,Overseas,Mumbai Indians,2014
37,Murali Vijay,11,11,0,207,52,18.81,192,107.81,0,1,20,5,Indian,Delhi Capitals,2014
38,Parthiv Patel,12,12,2,205,57,20.5,185,110.81,0,1,30,1,Indian,Royal Challengers Bangalore,2014
39,Chris Gayle,9,9,0,196,46,21.77,184,106.52,0,0,18,12,Overseas,Royal Challengers Bangalore,2014
40,James Faulkner,13,12,8,181,41,45.25,94,192.55,0,0,8,16,Overseas,Rajasthan Royals,2014
